id,count
0,108.35
1,207.19
2,88.8
4,49.33
5,57.73
10,120.08
11,194.27
12,309.59
15,47.65
17,112.11
18,296.05
23,253.15
25,96.03
26,51.56
31,204.81
39,143.5
40,27.51
41,153.77
42,341.05
43,154.05
51,225.97
52,88.65
54,36.88
60,137.6
61,142.83
62,116.12
63,27.39
65,115.17
66,110.36
68,159.68
71,79.46
80,45.13
82,68.01
94,133.67
98,272.63
101,48.53
102,133.24
107,117.93
112,246.23
113,90.64
115,54.91
116,122.35
120,150.72
121,97.9
122,328.74
132,210.95
143,94.38
147,64.27
150,21.53
151,84.56
152,228.43
153,92.88
155,162.92
156,82.61
159,195.83
161,123.05
163,58.7
177,179.39
186,34.53
188,20.23
190,88.48
191,89.38
192,251.49
195,298.34
200,157.46
209,312.65
210,37.55
211,236.23
214,128.68
215,41.31
218,104.85
219,33.02
222,123.16
225,16.99
228,315.27
236,232.33
241,34.53
242,175.29
243,235.63
245,38.29
247,250.79
251,138.11
252,77.74
253,82.67
254,93.79
258,319.3
260,58.27
261,164.3
265,105.52
266,272.81
267,272.41
269,158.65
270,72.36
275,103.76
278,51.53
279,79.29
286,104.86
287,27.84
288,221.96
289,147.36
293,23.18
294,149.76
297,38.38
302,118.87
303,86.21
304,59.95
307,102.34
309,34.62
311,170.72
312,116.5
314,175.69
315,238.51
319,160.78
322,115.01
323,64.2
325,118.7
327,228.24
330,44.74
332,200.97
333,25.02
338,102.27
341,110.64
345,156.89
348,119.88
349,58.24
350,114.98
352,55.83
355,15.59
356,236.57
358,62.55
363,129.33
369,157.33
371,21.52
372,137.62
375,296.07
380,133.42
388,47.34
391,149.48
392,240.82
393,346.43
394,189.85
396,41.17
401,34.1
407,99.82
409,91.24
410,114.03
416,104.03
418,122.35
420,153.9
421,230.15
422,130.12
424,289.43
428,302.51
429,248.7
431,145.29
435,11.65
439,113.31
441,31.92
447,91.61
449,141.05
451,141.35
452,39.63
454,205.44
458,231.01
463,125.55
467,32.98
470,210.02
471,155.32
474,280.19
478,35.01
483,120.18
484,120.8
485,95.35
486,128.56
491,102.98
494,108.09
495,208.39
497,195.71
499,154.18
515,109.41
518,207.85
521,165.33
525,165.31
529,258.84
532,149.36
534,96.08
540,109.53
544,300.69
547,167.82
549,53.13
563,45.83
564,139.31
567,120.23
572,111.29
577,124.19
578,276.16
585,315.5
588,140.03
589,124.16
590,104.06
592,34.5
594,203.25
596,34.56
598,331.27
599,140.95
605,50.26
606,128.03
607,219.04
608,214.08
609,65.06
610,279.84
611,164.56
614,131.58
615,214.42
616,257.84
617,127.56
618,235.39
624,117.07
629,138.18
631,92.44
633,97.92
637,39.52
638,109.72
643,68.27
644,142.38
645,45.45
646,203.4
648,173.59
650,34.68
651,184.11
652,242.05
656,110.88
657,37.96
659,71.49
660,197.45
662,102.73
665,365.61
675,313.01
681,159.5
682,179.99
685,22.36
686,212.52
689,39.9
696,136.16
703,142.9
704,100.44
705,123.97
714,230.47
717,103.32
718,32.82
720,81.07
721,259.62
723,236.25
726,178.1
728,146.93
730,187.12
731,47.31
734,331.18
737,74.51
738,23.39
745,162.18
746,44.03
749,227.64
752,38.47
753,165.94
758,244.74
765,34.26
766,232.85
768,84.24
769,184.05
774,133.4
775,105.8
781,57.75
784,318.2
794,43.16
795,264.57
796,87.3
802,134.18
803,192.1
805,44.13
806,283.88
807,104.85
809,17.36
810,165.04
812,175.91
814,113.36
818,250.19
819,135.45
825,64.57
836,111.48
839,118.39
847,262.61
848,163.98
851,109.92
852,132.64
853,48.37
857,145.72
858,54.51
859,208.0
861,17.64
867,107.18
870,197.18
871,213.38
872,239.42
874,359.77
881,208.4
886,134.66
890,63.91
895,161.51
899,90.47
900,264.02
901,256.23
902,252.07
903,57.42
913,258.81
918,189.57
923,127.62
924,45.13
926,33.84
927,20.56
930,210.11
934,31.47
937,127.32
939,128.54
941,88.88
942,347.8
946,252.3
950,103.84
953,84.29
959,102.94
961,26.91
962,95.73
964,76.13
969,183.5
971,148.35
976,37.9
978,242.24
980,211.41
981,147.77
990,337.33
993,22.32
996,39.87
998,316.15
999,189.26
1006,123.75
1008,34.46
1013,32.08
1015,100.19
1016,121.14
1022,276.29
1026,208.17
1028,231.3
1031,61.53
1034,56.92
1037,206.89
1040,71.64
1042,25.3
1046,41.5
1048,101.64
1049,118.1
1050,76.08
1051,210.52
1052,244.0
1055,173.34
1060,164.6
1064,52.21
1066,81.75
1071,101.34
1073,32.85
1089,188.25
1091,94.42
1092,65.44
1093,232.86
1096,279.11
1097,222.61
1098,19.8
1099,46.2
1102,179.11
1107,106.63
1109,51.96
1111,119.23
1112,113.9
1114,307.46
1116,283.72
1117,115.3
1118,84.13
1122,130.55
1124,165.36
1127,119.82
1133,247.61
1134,46.07
1135,130.16
1139,268.09
1143,56.87
1150,114.44
1151,111.91
1153,263.61
1155,47.75
1162,29.67
1163,221.26
1166,18.67
1171,91.75
1172,32.99
1173,257.17
1174,97.35
1177,121.58
1178,141.85
1184,172.42
1185,119.65
1186,111.67
1187,170.87
1188,286.0
1191,135.76
1207,119.7
1213,58.28
1215,128.1
1223,168.26
1227,118.3
1236,61.1
1237,59.86
1238,46.74
1241,38.8
1248,22.77
1250,37.07
1251,166.59
1253,109.84
1255,102.86
1257,184.05
1261,108.22
1262,329.33
1265,123.68
1273,178.23
1277,228.14
1278,109.8
1280,112.74
1284,204.86
1285,320.37
1288,53.84
1295,114.99
1297,350.6
1299,259.16
1304,154.28
1308,54.51
1310,96.43
1311,113.45
1314,110.91
1315,109.76
1318,40.8
1320,324.22
1321,284.44
1322,225.64
1330,114.34
1333,160.59
1334,213.57
1341,137.38
1344,140.58
1351,242.28
1354,101.4
1356,63.53
1363,120.39
1365,178.16
1369,123.56
1373,113.3
1375,118.39
1377,91.07
1379,147.62
1380,252.4
1381,100.01
1384,175.9
1390,186.15
1393,236.87
1395,59.26
1399,317.62
1400,94.26
1401,145.8
1404,166.08
1408,34.25
1409,26.12
1413,231.62
1416,277.6
1418,106.58
1423,106.21
1424,39.93
1425,36.68
1433,266.19
1434,142.78
1436,324.2
1442,231.06
1444,85.23
1445,109.04
1452,219.1
1455,175.32
1462,78.15
1467,74.26
1472,63.14
1475,172.72
1493,115.88
1501,228.03
1503,291.1
1504,228.07
1505,16.78
1511,225.46
1512,59.86
1513,86.23
1514,60.43
1528,235.57
1533,244.22
1534,30.73
1536,154.76
1537,72.88
1539,166.86
1550,190.16
1552,206.14
1554,197.01
1555,339.98
1556,96.53
1559,33.55
1563,253.8
1566,142.84
1567,134.97
1568,42.85
1571,229.23
1572,22.82
1574,58.65
1577,41.53
1583,86.26
1585,36.91
1586,178.8
1587,199.64
1596,152.38
1602,49.27
1604,90.9
1605,46.68
1610,282.69
1611,99.23
1616,49.7
1617,103.06
1618,34.19
1622,43.43
1623,33.58
1628,284.48
1631,23.89
1632,187.97
1633,251.47
1634,299.55
1636,210.81
1637,106.12
1643,116.66
1644,107.62
1646,107.04
1648,203.91
