id,count
0,97.74
1,214.3
2,82.48
4,38.18
5,72.06
10,125.79
11,181.56
12,304.56
15,44.4
17,117.18
18,302.65
23,257.54
25,100.0
26,43.15
31,200.18
39,163.02
40,27.14
41,169.93
42,335.46
43,159.79
51,224.22
52,85.98
54,27.48
60,140.08
61,133.92
62,116.72
63,26.93
65,118.74
66,111.11
68,160.51
71,77.22
80,36.58
82,62.76
94,131.76
98,283.16
101,39.7
102,135.25
107,103.15
112,233.84
113,84.74
115,61.55
116,123.3
120,163.88
121,88.38
122,327.98
132,178.39
143,96.23
147,62.46
150,19.24
151,87.14
152,227.2
153,92.36
155,168.64
156,88.74
159,197.24
161,139.94
163,51.42
177,175.54
186,25.9
188,19.72
190,92.34
191,82.18
192,258.2
195,303.2
200,146.26
209,312.26
210,27.94
211,244.4
214,112.38
215,32.46
218,102.92
219,34.34
222,124.42
225,15.4
228,318.79
236,227.82
241,35.98
242,171.74
243,231.08
245,27.54
247,248.26
251,134.4
252,86.22
253,83.3
254,91.04
258,324.68
260,49.84
261,171.74
265,112.2
266,273.94
267,292.14
269,159.22
270,65.48
275,101.28
278,41.86
279,80.64
286,102.63
287,27.88
288,220.14
289,143.53
293,18.93
294,153.79
297,36.73
302,120.52
303,78.54
304,72.54
307,101.38
309,25.77
311,176.78
312,123.34
314,179.0
315,243.47
319,170.34
322,120.78
323,61.4
325,129.48
327,230.61
330,39.12
332,201.34
333,19.2
338,103.71
341,106.26
345,175.08
348,123.68
349,51.0
350,119.84
352,58.9
355,15.89
356,219.85
358,62.77
363,131.58
369,161.56
371,19.9
372,143.78
375,297.41
380,125.43
388,45.42
391,143.66
392,232.36
393,354.55
394,206.34
396,34.65
401,37.23
407,106.03
409,89.06
410,113.6
416,107.74
418,126.32
420,154.34
421,223.28
422,135.9
424,294.82
428,313.38
429,222.76
431,156.88
435,13.24
439,117.8
441,23.02
447,93.16
449,144.78
451,146.12
452,28.41
454,207.98
458,219.94
463,125.92
467,23.85
470,202.62
471,157.22
474,282.93
478,24.62
483,123.87
484,131.35
485,87.63
486,128.71
491,100.42
494,99.62
495,223.94
497,201.06
499,161.79
515,113.28
518,200.0
521,184.98
525,154.01
529,248.78
532,143.1
534,103.92
540,115.72
544,295.54
547,166.96
549,47.3
563,39.58
564,145.25
567,121.52
572,114.22
577,135.46
578,275.68
585,324.83
588,143.93
589,125.14
590,108.48
592,27.06
594,203.7
596,25.71
598,329.07
599,147.53
605,41.08
606,129.63
607,241.12
608,227.12
609,64.74
610,287.98
611,185.32
614,134.83
615,225.72
616,245.18
617,125.44
618,249.26
624,120.03
629,138.32
631,91.16
633,96.6
637,32.53
638,104.8
643,66.19
644,139.8
645,39.38
646,212.46
648,178.84
650,37.9
651,196.57
652,263.42
656,100.68
657,27.41
659,85.54
660,215.95
662,100.77
665,361.58
675,315.1
681,157.62
682,200.3
685,20.07
686,219.22
689,32.92
696,137.66
703,152.28
704,96.05
705,108.95
714,231.09
717,103.72
718,24.06
720,83.02
721,266.12
723,241.04
726,198.55
728,139.02
730,203.43
731,36.39
734,336.2
737,76.72
738,18.85
745,159.36
746,34.58
749,230.14
752,32.98
753,177.5
758,246.96
765,26.26
766,229.78
768,86.2
769,187.94
774,135.88
775,107.88
781,55.72
784,318.47
794,29.34
795,277.5
796,87.08
802,154.49
803,215.8
805,37.44
806,285.96
807,101.14
809,16.31
810,162.8
812,200.08
814,116.88
818,245.66
819,136.5
825,73.24
836,105.82
839,119.24
847,264.09
848,174.58
851,123.82
852,135.07
853,39.56
857,144.68
858,47.32
859,228.64
861,23.72
867,102.6
870,203.37
871,207.4
872,230.19
874,340.6
881,202.04
886,132.83
890,66.17
895,158.94
899,86.54
900,275.84
901,258.64
902,253.37
903,47.15
913,264.58
918,215.72
923,103.68
924,41.18
926,32.59
927,19.48
930,216.66
934,29.7
937,122.88
939,135.14
941,91.92
942,351.84
946,265.56
950,99.16
953,90.39
959,98.03
961,26.62
962,101.27
964,84.6
969,184.81
971,150.6
976,42.32
978,253.66
980,225.03
981,151.74
990,344.48
993,20.44
996,31.84
998,319.26
999,179.92
1006,121.82
1008,24.14
1013,28.58
1015,100.21
1016,121.6
1022,296.97
1026,204.35
1028,234.02
1031,71.83
1034,48.88
1037,198.54
1040,69.62
1042,19.77
1046,29.64
1048,100.33
1049,110.92
1050,64.17
1051,211.49
1052,232.23
1055,195.07
1060,162.74
1064,37.41
1066,81.72
1071,101.88
1073,23.91
1089,205.98
1091,91.76
1092,72.38
1093,237.52
1096,302.88
1097,225.62
1098,18.57
1099,41.43
1102,189.78
1107,105.9
1109,47.98
1111,128.54
1112,117.84
1114,305.85
1116,282.8
1117,118.99
1118,85.48
1122,137.02
1124,163.9
1127,120.7
1133,231.96
1134,40.7
1135,119.26
1139,289.85
1143,56.08
1150,118.35
1151,115.35
1153,271.04
1155,35.67
1162,28.04
1163,194.69
1166,19.2
1171,86.38
1172,24.33
1173,266.26
1174,83.64
1177,122.8
1178,149.52
1184,187.42
1185,109.91
1186,119.92
1187,162.44
1188,279.02
1191,138.75
1207,120.82
1213,51.99
1215,126.74
1223,177.87
1227,119.98
1236,60.16
1237,62.22
1238,31.0
1241,35.84
1248,18.73
1250,38.29
1251,165.16
1253,115.32
1255,99.42
1257,175.73
1261,116.92
1262,338.04
1265,134.22
1273,189.96
1277,245.79
1278,115.84
1280,113.62
1284,220.68
1285,333.58
1288,38.98
1295,120.0
1297,350.81
1299,260.84
1304,150.68
1308,46.5
1310,96.2
1311,115.8
1314,99.88
1315,114.22
1318,35.65
1320,325.84
1321,288.64
1322,242.33
1330,117.36
1333,169.78
1334,222.36
1341,136.5
1344,141.64
1351,238.72
1354,104.06
1356,64.86
1363,120.96
1365,188.64
1369,130.15
1373,115.06
1375,112.88
1377,85.9
1379,141.93
1380,268.38
1381,96.84
1384,175.5
1390,188.78
1393,238.12
1395,55.53
1399,322.56
1400,90.99
1401,164.29
1404,167.7
1408,24.08
1409,28.51
1413,217.6
1416,269.13
1418,102.66
1423,104.32
1424,33.28
1425,26.6
1433,255.62
1434,142.2
1436,322.71
1442,239.4
1444,86.34
1445,108.8
1452,230.61
1455,176.74
1462,78.74
1467,81.07
1472,51.08
1475,192.28
1493,113.58
1501,229.4
1503,287.5
1504,213.29
1505,15.71
1511,227.04
1512,55.74
1513,89.12
1514,43.98
1528,248.92
1533,245.68
1534,28.74
1536,154.5
1537,74.78
1539,196.72
1550,203.58
1552,206.37
1554,190.98
1555,333.71
1556,99.19
1559,35.01
1563,242.48
1566,144.26
1567,148.4
1568,33.14
1571,228.81
1572,18.05
1574,52.99
1577,27.35
1583,77.34
1585,32.02
1586,175.32
1587,199.92
1596,152.3
1602,43.82
1604,89.82
1605,37.36
1610,300.54
1611,95.08
1616,38.85
1617,102.44
1618,24.7
1622,43.49
1623,32.94
1628,301.56
1631,19.04
1632,191.14
1633,241.92
1634,311.46
1636,210.34
1637,103.0
1643,121.91
1644,105.02
1646,101.7
1648,209.82
1651,39.64
1656,19.52
1658,141.86
1659,18.1
1665,183.77
1666,141.24
1670,48.74
1674,150.68
1679,210.7
1680,214.9
1683,331.96
1686,26.76
1691,101.87
1693,37.75
1696,44.2
1697,97.86
1703,103.7
1706,33.93
1709,172.32
1710,87.39
1712,205.1
1713,127.49
1718,336.64
1719,166.92
1722,273.27
1723,136.34
1724,279.55
1728,63.17
1730,30.3
1732,27.98
1737,37.23
1745,87.72
1747,25.26
1748,24.37
1755,100.0
1759,25.44
1761,265.65
1764,229.1
1765,145.55
1766,86.38
1768,105.74
1770,37.38
1771,144.45
1774,97.74
1785,132.02
1788,190.86
1792,24.26
1794,226.61
1797,123.26
1798,13.96
1799,277.99
1802,103.64
1806,36.54
1808,78.61
1810,255.7
1818,116.57
1819,362.84
1820,287.68
