id,count
0,103.09
1,212.03
2,81.94
4,31.53
5,79.12
10,122.3
11,208.93
12,318.18
15,34.88
17,112.37
18,301.51
23,247.72
25,94.28
26,38.8
31,210.15
39,152.0
40,27.56
41,191.81
42,349.78
43,147.24
51,231.12
52,84.13
54,18.22
60,139.04
61,128.17
62,114.48
63,32.49
65,118.88
66,111.67
68,151.58
71,68.73
80,30.67
82,67.71
94,122.95
98,275.25
101,35.28
102,135.15
107,117.67
112,234.27
113,83.04
115,60.13
116,123.23
120,158.13
121,91.42
122,335.47
132,183.48
143,89.21
147,65.57
150,16.89
151,85.29
152,232.02
153,94.47
155,189.63
156,89.23
159,180.66
161,123.49
163,47.09
177,174.2
186,16.45
188,19.64
190,85.56
191,84.27
192,257.12
195,310.38
200,140.21
209,318.72
210,17.37
211,235.13
214,110.38
215,29.49
218,102.3
219,32.82
222,126.85
225,15.65
228,320.75
236,216.27
241,34.85
242,174.45
243,221.41
245,19.2
247,245.88
251,128.86
252,87.76
253,85.47
254,87.89
258,321.17
260,60.83
261,157.11
265,120.2
266,279.39
267,296.53
269,148.37
270,68.31
275,102.49
278,34.49
279,83.91
286,94.47
287,29.06
288,220.38
289,131.73
293,18.74
294,158.46
297,42.14
302,118.14
303,70.53
304,79.14
307,101.09
309,17.95
311,168.05
312,122.96
314,173.5
315,226.17
319,153.63
322,118.61
323,67.02
325,131.89
327,252.05
330,34.27
332,191.64
333,17.87
338,100.99
341,108.09
345,202.41
348,121.01
349,47.61
350,116.46
352,61.61
355,13.44
356,227.37
358,62.37
363,132.76
369,152.76
371,16.81
372,141.88
375,305.29
380,129.56
388,47.1
391,143.84
392,264.14
393,367.67
394,206.92
396,28.9
401,39.02
407,112.47
409,89.41
410,111.66
416,109.68
418,122.37
420,145.59
421,226.97
422,134.43
424,289.37
428,332.64
429,215.24
431,159.08
435,10.3
439,113.14
441,12.45
447,96.95
449,144.81
451,136.24
452,16.87
454,214.12
458,207.11
463,122.97
467,16.76
470,240.98
471,148.71
474,293.76
478,18.68
483,122.81
484,136.4
485,84.01
486,124.18
491,96.38
494,103.78
495,249.68
497,215.77
499,157.52
515,111.02
518,205.17
521,174.85
525,157.7
529,236.86
532,147.65
534,116.41
540,119.17
544,299.15
547,158.04
549,45.77
563,34.77
564,145.24
567,120.62
572,103.52
577,129.79
578,278.48
585,340.15
588,135.13
589,120.66
590,107.36
592,18.76
594,224.43
596,16.54
598,341.59
599,138.61
605,40.78
606,132.26
607,253.46
608,227.95
609,66.89
610,285.92
611,191.27
614,131.33
615,218.54
616,262.87
617,127.83
618,229.55
624,118.3
629,142.62
631,92.67
633,91.59
637,27.05
638,104.86
643,70.21
644,124.72
645,33.51
646,202.8
648,170.56
650,39.2
651,203.61
652,266.14
656,106.78
657,20.66
659,63.75
660,198.82
662,101.66
665,377.59
675,312.67
681,162.17
682,208.61
685,21.17
686,209.85
689,27.39
696,129.04
703,140.32
704,96.84
705,122.45
714,234.8
717,99.06
718,16.55
720,92.37
721,248.79
723,239.36
726,196.62
728,131.98
730,192.79
731,26.78
734,342.19
737,72.17
738,18.58
745,155.52
746,28.91
749,226.14
752,28.85
753,188.49
758,250.67
765,17.05
766,228.78
768,85.99
769,183.05
774,131.98
775,106.61
781,61.97
784,335.18
794,21.11
795,265.5
796,86.14
802,174.57
803,220.48
805,34.37
806,286.11
807,102.1
809,17.52
810,158.64
812,202.52
814,117.87
818,247.03
819,128.16
825,70.08
836,110.78
839,117.58
847,258.21
848,183.3
851,114.04
852,132.47
853,34.86
857,137.81
858,43.4
859,233.31
861,23.06
867,100.68
870,213.46
871,217.82
872,216.74
874,357.11
881,199.27
886,130.65
890,62.55
895,164.78
899,92.14
900,273.82
901,245.75
902,254.59
903,38.63
913,257.74
918,175.73
923,126.12
924,36.77
926,23.68
927,18.87
930,229.44
934,33.96
937,113.84
939,145.9
941,99.88
942,364.11
946,273.9
950,100.8
953,74.6
959,107.8
961,30.69
962,98.33
964,81.67
969,187.4
971,150.75
976,39.4
978,254.26
980,249.02
981,146.58
990,358.02
993,18.48
996,21.31
998,315.92
999,181.62
1006,121.42
1008,17.62
1013,32.42
1015,95.64
1016,116.43
1022,300.61
1026,233.29
1028,234.56
1031,54.76
1034,61.86
1037,209.01
1040,65.77
1042,20.38
1046,19.92
1048,95.97
1049,113.24
1050,68.07
1051,204.6
1052,245.86
1055,203.09
1060,166.2
1064,30.37
1066,80.77
1071,98.92
1073,15.08
1089,199.23
1091,97.67
1092,74.23
1093,221.39
1096,308.25
1097,226.77
1098,17.55
1099,40.91
1102,171.23
1107,99.64
1109,42.24
1111,129.22
1112,117.91
1114,305.23
1116,295.46
1117,119.18
1118,72.48
1122,134.47
1124,166.76
1127,120.94
1133,224.93
1134,38.65
1135,120.82
1139,297.15
1143,61.55
1150,120.5
1151,116.48
1153,268.76
1155,28.9
1162,28.25
1163,192.97
1166,22.35
1171,87.28
1172,16.93
1173,260.66
1174,87.42
1177,119.72
1178,168.33
1184,186.73
1185,114.55
1186,116.59
1187,155.4
1188,287.87
1191,133.86
1207,124.28
1213,47.94
1215,121.52
1223,171.26
1227,121.09
1236,61.79
1237,60.82
1238,19.92
1241,33.44
1248,17.59
1250,35.86
1251,160.22
1253,116.11
1255,102.45
1257,159.92
1261,115.54
1262,334.87
1265,132.05
1273,166.19
1277,266.63
1278,114.22
1280,113.59
1284,244.25
1285,330.9
1288,34.61
1295,117.45
1297,351.73
1299,258.29
1304,145.18
1308,41.15
1310,95.17
1311,116.83
1314,96.74
1315,110.42
1318,30.53
1320,326.5
1321,299.5
1322,224.62
1330,113.01
1333,162.53
1334,252.69
1341,152.48
1344,142.95
1351,240.58
1354,106.27
1356,60.5
1363,121.37
1365,214.35
1369,127.94
1373,116.92
1375,114.25
1377,90.59
1379,136.77
1380,274.65
1381,97.2
1384,162.5
1390,204.36
1393,244.84
1395,61.59
1399,313.24
1400,89.03
1401,162.35
1404,163.66
1408,15.59
1409,28.47
1413,240.35
1416,295.45
1418,102.3
1423,95.36
1424,28.84
1425,17.33
1433,264.3
1434,130.52
1436,312.56
1442,258.3
1444,86.1
1445,111.55
1452,220.82
1455,162.01
1462,68.66
1467,72.18
1472,45.04
1475,191.93
1493,114.66
1501,229.77
1503,297.9
1504,220.38
1505,15.19
1511,222.18
