id,count
0,101.65
1,224.19
2,87.79
4,31.5
5,66.34
10,125.18
11,193.85
12,328.17
15,36.12
17,108.08
18,302.93
23,261.5
25,81.47
26,36.43
31,215.57
39,148.21
40,27.23
41,190.39
42,371.34
43,153.73
51,229.02
52,81.01
54,15.93
60,142.65
61,141.83
62,111.03
63,34.61
65,119.58
66,116.38
68,146.49
71,71.54
80,29.8
82,74.13
94,128.52
98,260.42
101,32.18
102,127.68
107,98.54
112,236.41
113,76.25
115,66.31
116,122.68
120,145.28
121,76.36
122,342.57
132,205.76
143,87.63
147,71.85
150,16.29
151,82.73
152,222.2
153,91.8
155,181.07
156,81.75
159,190.08
161,125.27
163,44.43
177,175.52
186,13.14
188,19.22
190,80.83
191,85.05
192,268.61
195,315.11
200,151.69
209,317.38
210,14.02
211,235.13
214,130.01
215,27.26
218,101.15
219,30.53
222,109.97
225,15.68
228,317.84
236,223.65
241,34.44
242,191.36
243,227.22
245,17.34
247,246.38
251,140.96
252,77.03
253,86.26
254,93.91
258,320.66
260,64.24
261,165.05
265,112.22
266,291.91
267,296.47
269,147.34
270,72.75
275,99.17
278,35.22
279,81.31
286,87.95
287,28.91
288,220.13
289,143.8
293,17.05
294,153.49
297,49.89
302,119.41
303,69.63
304,69.15
307,101.61
309,16.23
311,169.44
312,114.6
314,188.53
315,227.57
319,150.26
322,120.27
323,70.06
325,123.68
327,253.74
330,31.86
332,192.37
333,16.46
338,102.43
341,112.27
345,199.03
348,116.5
349,45.19
350,122.0
352,64.51
355,15.34
356,247.42
358,68.92
363,124.17
369,156.11
371,16.93
372,140.98
375,312.64
380,123.98
388,44.33
391,152.19
392,258.58
393,386.28
394,210.12
396,28.04
401,36.05
407,101.6
409,85.23
410,120.37
416,105.47
418,126.65
420,144.93
421,221.72
422,131.55
424,281.94
428,340.62
429,240.58
431,148.8
435,9.75
439,117.09
441,10.54
447,96.12
449,136.23
451,133.13
452,15.82
454,212.24
458,238.51
463,121.25
467,14.84
470,244.85
471,153.38
474,295.54
478,16.16
483,119.74
484,118.56
485,87.81
486,122.05
